epoch,train_loss,valid_loss,validation_score,valid_rank_ic,valid_bucket_spread,valid_top_k_hit_rate,valid_turnover,early_stop_value
18,0.11663250061305794,0.4680285267531872,-0.025094975044434958,0.002078687344233405,-0.0742075343354155,0.26816021724372036,0.1442857142857143,-0.025094975044434958
19,0.11229267031759829,0.4878915436565876,0.0051039050362625855,0.020680132471166294,-0.01780096575614155,0.2790224032586558,0.16795918367346938,0.0051039050362625855
20,0.11062780969046257,0.48951618808011216,0.0180521902657694,0.031479067041050385,0.005719143846832528,0.2708757637474542,0.1410204081632653,0.0180521902657694
21,0.10566431236965163,0.49071335916717845,0.023475536174435555,0.02826059344400878,0.024286321838105307,0.2729124236252546,0.1295918367346939,0.023475536174435555
22,0.10449687539188711,0.49456869314114255,0.021727055854806783,0.024959275436781996,0.023730511652191612,0.2769857433808554,0.15530612244897957,0.021727055854806783
23,0.10365586620461834,0.4879115490863721,-0.0009767401385129514,0.016070302610203407,-0.021594270779800254,0.26272912423625255,0.16816326530612247,-0.0009767401385129514
24,0.10225262902341448,0.5075546763837337,0.009947865462313547,0.018367642216227734,-0.0011724221862100838,0.2769857433808554,0.1436734693877551,0.009947865462313547
25,0.10277189931890986,0.49173353364070255,0.007487462184633151,0.02906442008679226,-0.017128973266194225,0.26205023761031904,0.14285714285714285,0.007487462184633151
26,0.09998962216012112,0.5011204772939285,-0.002632576623619869,0.011137391373420453,-0.026577106341461976,0.27766463000678887,0.15244897959183673,-0.002632576623619869
27,0.09841288028805105,0.4972357613344987,0.012372574959417544,0.027328006450510672,-0.006440568441603833,0.27494908350305497,0.13897959183673472,0.012372574959417544
28,0.09853630848564543,0.493514238546292,0.027086774338633508,0.03178463995031717,0.031249687082451263,0.27359131025118805,0.16408163265306125,0.027086774338633508
29,0.09666719421878592,0.4995727272083362,-0.003978744885865962,0.008957150603440454,-0.024446398602618095,0.2701968771215207,0.146530612244898,-0.003978744885865962
30,0.09559041879198572,0.4988722037523985,0.006221649203050334,0.021488382328236466,-0.0130292479845775,0.2701968771215207,0.14959183673469387,0.006221649203050334
31,0.09453882230026228,0.4919683498640855,0.008394737811461606,0.02396773638487324,-0.009581610426259001,0.2695179904955872,0.15816326530612246,0.008394737811461606
32,0.09365173590344351,0.4966791744033496,0.017866027214838195,0.029086977428457565,0.008292026599628551,0.273591310251188,0.15591836734693879,0.017866027214838195
33,0.09467023980241639,0.49959714400271577,0.014212364488324646,0.023967537462010736,0.005037008464351881,0.27223353699932107,0.14346938775510207,0.014212364488324646
34,0.09378981093565623,0.5018589918812116,0.01354274658693914,0.021737811952376947,0.007275285310997407,0.2701968771215207,0.14510204081632652,0.01354274658693914
35,0.09271117225960568,0.5020813581844171,0.01691250404131858,0.029977717418624483,0.005865376549641714,0.26883910386965376,0.14775510204081635,0.01691250404131858
36,0.09246239348037823,0.5039183751990398,0.018361786817476185,0.026140866858628462,0.013858309176344872,0.2729124236252546,0.14979591836734696,0.018361786817476185
37,0.09293287005778905,0.49962256103754044,0.00304586008110252,0.019552549657352015,-0.01996719355535148,0.2701968771215207,0.1385714285714286,0.00304586008110252
